sun,mon,tue,wed,thu,fri,sat,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,6,6:30,7,7:30,8,8:30,9,9:30,10,10:30,11,11:30,12,12:30,13,13:30,14,14:30,15,15:30,16,16:30,17,17:30,18,18:30,19,19:30
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,16,28,79,122,86,65,64,40,27,18,19,49,59,43,34,19,21,18,63,71,110,96,91,88,62,46,21
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,17,28,79,106,90,61,58,34,30,20,18,42,54,42,30,22,21,20,65,67,122,118,119,86,55,36,22
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,16,26,50,81,67,54,47,33,21,17,14,41,52,33,22,15,15,17,46,46,85,100,72,56,46,36,16
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,17,23,52,55,58,43,38,28,17,14,13,33,38,31,21,16,14,13,41,49,79,77,64,53,46,29,13
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,21,35,56,108,99,70,62,41,26,17,19,41,66,48,30,22,19,19,69,67,113,116,72,79,61,42,20
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,17,28,76,88,83,81,67,39,28,21,20,53,63,38,30,19,18,23,66,76,106,115,108,76,62,44,16
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,18,28,94,97,91,75,61,45,25,21,21,56,60,45,27,19,17,17,66,73,114,116,105,68,50,40,17
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,20,31,69,106,81,70,54,42,22,23,18,52,53,42,31,21,20,18,55,65,130,112,111,90,60,35,21
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,23,31,58,103,81,77,62,37,25,20,21,38,56,44,26,20,20,18,50,72,118,108,99,78,63,41,18
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,17,20,61,74,65,57,43,34,20,18,18,47,51,33,20,17,17,15,45,59,94,83,87,59,49,28,21
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,16,21,52,80,57,53,35,26,15,14,13,36,38,36,18,15,15,14,43,56,80,74,71,52,45,33,14
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,21,33,58,110,73,60,52,37,23,20,20,48,56,48,32,21,20,16,66,77,121,131,110,77,58,36,18
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,18,30,66,103,80,77,57,34,29,20,18,48,62,31,31,19,19,18,62,61,108,119,105,66,63,37,17
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,12,19,46,67,66,61,42,31,17,12,13,37,47,25,20,14,12,14,31,44,88,69,75,48,46,29,15
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,16,20,49,81,51,51,41,30,17,14,10,30,39,31,26,15,13,13,49,48,80,65,73,53,41,32,14
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,14,24,45,77,59,53,39,28,19,15,12,36,45,32,22,16,14,16,44,46,77,86,87,67,40,26,13
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,18,37,46,50,31,28,24,14,11,12,23,35,21,17,11,11,12,30,42,62,55,63,42,33,21,12
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,15,40,53,45,30,31,18,14,10,11,21,26,18,13,10,10,8,24,41,67,60,51,36,38,21,10
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,12,20,44,66,57,50,41,29,19,14,12,38,38,28,19,15,16,13,53,41,80,88,54,68,48,29,15
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,14,17,46,60,61,56,40,28,16,15,13,34,39,27,22,14,13,13,38,51,82,68,68,63,42,29,15
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,16,22,52,63,69,54,32,29,18,14,16,37,44,27,17,12,14,15,51,52,84,81,73,47,46,31,14
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,13,27,41,84,75,51,39,28,15,16,14,34,51,19,26,13,14,14,41,43,87,92,78,57,47,24,13
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,13,20,49,70,55,52,38,25,18,13,14,30,45,35,21,14,14,13,40,45,90,77,68,44,36,30,15
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,15,38,43,49,49,32,21,14,11,10,20,36,19,20,13,12,10,30,41,68,75,47,45,28,25,11
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,16,30,52,40,35,29,18,12,10,8,26,28,21,17,11,10,9,28,36,61,49,52,39,33,20,11
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,16,33,72,106,83,76,65,33,27,20,20,46,61,39,28,21,16,27,51,66,114,113,93,71,60,39,21
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,19,32,74,100,78,63,53,40,27,22,17,51,67,38,33,21,21,19,52,71,126,115,110,82,57,40,19
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,22,28,73,90,74,78,62,35,28,24,20,55,71,41,28,21,19,22,62,78,115,119,89,84,52,39,21
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,17,30,78,112,94,74,57,46,27,24,20,54,56,45,33,21,22,20,55,72,111,113,120,79,57,47,22
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,21,32,70,112,82,77,47,39,24,21,20,46,82,40,36,24,17,19,50,64,130,103,92,72,68,36,18
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,15,20,57,67,62,53,45,37,16,17,17,38,48,32,22,12,15,16,49,57,78,80,73,61,62,29,17
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,14,22,49,70,59,56,38,27,19,15,14,37,37,28,20,12,13,14,47,46,74,88,69,50,45,29,14
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,24,35,81,95,76,73,56,39,27,22,19,48,57,37,25,22,18,21,60,61,125,109,106,99,55,33,22
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,21,29,58,85,87,65,44,45,25,16,21,48,60,36,33,21,20,21,66,65,118,115,102,87,61,44,18
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,22,32,69,94,98,68,49,37,23,18,21,52,58,34,26,20,22,20,63,69,106,86,111,83,60,36,20
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,18,37,69,102,101,76,62,35,22,17,19,44,60,45,24,21,23,20,62,71,127,125,94,95,64,30,22
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,20,29,65,93,87,73,47,44,26,18,24,51,51,42,28,20,20,20,53,72,105,108,86,78,67,43,23
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,16,19,57,79,61,59,45,32,19,14,16,41,51,32,27,15,16,15,51,53,99,103,70,76,39,35,16
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,15,20,53,65,50,49,43,29,19,15,14,32,47,31,17,14,15,14,48,47,76,82,72,55,47,30,15
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,20,34,75,101,69,56,53,40,25,20,19,48,52,43,28,20,19,19,60,61,123,104,102,84,51,43,15
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,20,33,74,108,105,81,61,44,26,22,19,50,69,39,31,19,22,24,62,64,124,119,94,71,58,44,19
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,18,34,68,124,70,61,55,38,23,21,19,55,52,40,27,21,19,20,59,72,136,107,94,82,60,43,21
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,19,31,61,98,89,66,52,34,22,23,18,46,63,40,36,21,21,21,62,80,111,117,107,74,64,41,20
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,21,28,76,105,82,79,50,38,25,20,22,47,59,43,30,24,22,20,73,80,126,108,93,85,69,41,24
0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,16,20,47,75,72,58,44,37,18,17,15,41,49,35,26,14,15,17,53,56,98,89,75,59,45,34,17
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,15,22,49,70,59,44,42,24,16,14,12,33,38,30,23,12,13,15,37,47,54,78,60,42,47,29,16
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,22,27,77,96,89,70,52,39,21,21,20,49,65,40,26,19,19,23,56,66,122,111,98,94,54,48,20
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,19,25,77,102,81,55,51,37,22,20,20,53,74,41,32,16,25,20,58,68,114,88,96,73,60,42,20
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,18,26,62,102,73,78,48,40,26,21,20,49,59,37,34,17,19,16,60,78,115,124,83,67,58,41,18
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,18,27,73,112,79,57,61,35,23,18,18,49,67,34,32,17,16,17,59,72,107,111,90,78,64,41,22
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,19,33,66,84,82,69,49,41,23,22,21,48,64,40,25,19,21,23,67,73,125,99,122,83,65,44,20
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,14,24,53,69,63,57,42,30,19,17,21,35,46,39,29,15,15,16,49,50,86,71,86,52,54,29,16
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,15,23,55,78,60,38,34,28,16,15,13,36,46,26,20,16,16,14,47,42,74,88,76,57,38,23,13
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,22,30,62,105,82,66,59,42,25,20,20,52,55,46,29,18,18,20,60,57,121,127,82,89,56,34,21
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,23,34,64,69,73,60,63,42,24,23,20,50,67,38,28,18,18,23,56,78,126,125,119,86,74,42,22
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,20,34,72,103,81,75,52,40,24,23,23,59,59,42,29,17,21,19,68,71,103,106,115,75,69,44,19
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,21,26,69,103,75,72,45,39,24,21,22,44,60,44,27,21,20,20,55,74,110,111,108,90,70,42,17
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,21,32,66,98,84,77,50,37,26,21,21,58,59,40,27,21,17,18,61,63,133,123,91,87,62,40,20
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,17,23,53,83,69,50,41,33,18,17,15,42,47,29,25,15,16,16,50,56,97,95,75,69,44,32,14
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,16,22,37,66,60,51,29,32,15,14,15,34,33,28,20,14,13,14,49,46,85,67,78,66,43,28,13
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,20,36,67,108,70,79,54,46,24,21,21,49,62,42,31,20,20,20,66,56,97,108,110,84,57,43,21
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,20,28,59,101,83,69,49,37,23,16,19,45,54,41,28,19,18,19,71,64,97,115,91,71,57,39,21
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,18,28,53,84,82,63,57,41,26,16,16,44,42,43,24,22,18,19,56,57,96,83,90,72,56,43,16
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,20,27,73,89,82,65,50,34,23,16,15,34,52,36,22,14,20,16,60,54,99,104,86,72,47,38,16
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,21,25,66,97,82,62,51,34,24,16,18,39,56,39,27,21,21,18,56,70,105,93,74,77,48,39,20
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,14,20,48,78,71,51,36,29,17,16,13,36,40,27,20,15,17,15,44,51,85,81,66,59,44,26,14
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,13,20,40,65,57,49,39,22,15,13,11,34,41,23,18,13,11,13,33,45,68,83,66,47,35,23,13
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,16,27,72,83,71,52,52,40,24,22,14,42,61,34,28,20,16,17,53,60,105,93,80,69,65,34,21
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,15,31,67,87,78,61,47,33,22,17,15,47,45,37,24,18,15,17,54,58,91,103,90,81,66,36,18
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,20,31,69,88,81,68,49,38,17,16,16,42,58,33,26,16,16,21,60,63,95,102,68,74,45,44,19
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,21,28,60,108,79,62,55,29,23,20,17,52,47,41,26,19,19,19,51,55,84,94,100,63,58,38,21
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,18,30,64,91,63,64,46,40,19,17,19,42,59,35,24,18,17,18,44,73,107,95,92,73,49,34,19
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,14,23,54,64,60,52,39,28,19,15,16,36,45,25,19,15,16,13,44,45,80,85,76,48,47,26,11
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,12,22,41,60,51,42,39,19,14,13,14,29,35,21,16,12,14,13,35,46,78,67,65,52,34,24,14
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,18,27,75,96,71,58,48,35,25,17,17,52,55,29,21,18,17,17,44,62,86,113,93,73,57,34,17
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,17,30,67,80,82,67,49,31,22,19,20,45,54,32,26,20,17,17,50,59,99,102,89,61,53,39,17
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,19,27,57,97,80,52,52,35,23,21,19,49,51,37,27,15,16,16,55,55,110,101,91,92,65,38,18
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,17,24,58,97,80,68,41,37,20,19,17,40,60,37,27,18,17,15,50,58,125,98,79,74,42,35,18
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,21,29,59,96,74,60,40,41,19,18,17,48,55,35,26,15,21,18,63,66,111,99,113,74,54,39,16
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,17,20,49,69,57,52,41,30,18,11,13,35,44,26,23,14,13,14,46,48,91,83,71,61,45,30,16
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,12,18,34,56,45,41,36,22,18,12,12,32,38,25,19,13,13,12,37,46,77,79,47,45,37,26,12
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,18,26,57,76,80,54,47,38,23,20,17,48,62,36,26,18,19,17,54,60,114,87,89,81,61,38,21
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,20,26,50,107,69,58,44,31,19,19,17,46,50,33,25,18,17,19,58,74,109,84,86,81,56,42,21
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,18,26,66,97,57,53,54,39,19,18,17,47,61,43,26,20,20,17,58,62,105,91,100,63,64,32,22
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,18,27,58,99,73,79,51,37,26,19,18,42,61,34,30,16,17,19,61,56,104,100,82,78,51,38,19
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,17,32,66,87,99,70,62,41,26,23,18,53,64,45,34,18,22,22,53,70,105,115,96,76,60,31,17
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,18,25,56,72,61,57,46,39,21,14,14,41,51,34,20,12,14,18,38,53,90,80,87,64,48,30,19
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,16,19,43,70,67,42,35,28,18,11,11,39,43,29,19,13,15,13,37,45,87,76,65,53,36,27,17
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,16,32,71,107,81,73,57,37,25,22,20,43,59,43,26,18,18,22,59,64,93,117,80,69,58,42,21
